cycle,cycle_folder,deck_file,slide,slide_title,link_form,link_text,url,classification,drive_id,id_len,status,found_at,suggested_fix,fix_note
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,31,Image credits,printed,"Slide 20, Case A — Great Indian Flying Fox (Bat) (40813744885).jpg · Hari K Patibanda · CC BY 2.0 · https://commons.wikimedia.org/w/index.php?curid=93782566",https://commons.wikimedia.org/w/index.php?curid=93782566,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,31,Image credits,printed,"Slide 9, Case B — Ambulocetus skeleton.jpg · Hans Thewissen · CC BY 2.0 · https://commons.wikimedia.org/w/index.php?curid=93895675",https://commons.wikimedia.org/w/index.php?curid=93895675,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,31,Image credits,printed,Slide 16 — Ambulocetus BW.jpg · Nobu Tamura · CC BY 3.0 · https://commons.wikimedia.org/wiki/File:Ambulocetus_BW.jpg,https://commons.wikimedia.org/wiki/File:Ambulocetus_BW.jpg,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,31,Image credits,printed,"Slide 25 — Anatomy and physiology of animals Forelimb of a horse.jpg, rotated · Ruth Lawson, Otago Polytechnic · CC BY 3.0 · https://commons.wikimedia.org/wiki/File:Anatomy_and_physiology_of_animals_F",https://commons.wikimedia.org/wiki/File:Anatomy_and_physiology_of_animals_Forelimb_of_a_horse.jpg,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,31,Image credits,printed,"Slide 25 — human arm, bat wing and whale flipper panels, rotated, from Arm skeleton comparative NF 0102.5-2.png · Wilhelm Leche · Public domain · https://commons.wikimedia.org/wiki/File:Arm_skeleton_c",https://commons.wikimedia.org/wiki/File:Arm_skeleton_comparative_NF_0102.5-2.png,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,31,Image credits,printed,Slide 16 — Dorudon BW.jpg (flipped left to right) · Nobu Tamura · CC BY 3.0 · https://commons.wikimedia.org/wiki/File:Dorudon_BW.jpg,https://commons.wikimedia.org/wiki/File:Dorudon_BW.jpg,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,31,Image credits,printed,"Slide 16 — Eubalaena glacialis NOAA.jpg · NOAA, National Marine Fisheries Service · Public domain · https://commons.wikimedia.org/wiki/File:Eubalaena_glacialis_NOAA.jpg",https://commons.wikimedia.org/wiki/File:Eubalaena_glacialis_NOAA.jpg,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,31,Image credits,printed,Slide 17 — Grass snake (Natrix natrix) Pieniny.jpg · Charles J. Sharp · CC BY-SA 4.0 · https://commons.wikimedia.org/wiki/File:Grass_snake_(Natrix_natrix)_Pieniny.jpg,https://commons.wikimedia.org/wiki/File:Grass_snake_(Natrix_natrix,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,31,Image credits,printed,Slide 17 — Nile monitor (Varanus niloticus) 2.jpg · Charles J. Sharp · CC BY-SA 4.0 · https://commons.wikimedia.org/wiki/File:Nile_monitor_(Varanus_niloticus)_2.jpg,https://commons.wikimedia.org/wiki/File:Nile_monitor_(Varanus_niloticus,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,31,Image credits,printed,Slide 17 — Pachyrhachis 1.jpg · JaviDex · CC BY-SA 4.0 · https://commons.wikimedia.org/wiki/File:Pachyrhachis_1.jpg,https://commons.wikimedia.org/wiki/File:Pachyrhachis_1.jpg,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,31,Image credits,printed,Slide 16 — Pakicetus BW.jpg · Nobu Tamura · CC BY 3.0 · https://commons.wikimedia.org/wiki/File:Pakicetus_BW.jpg,https://commons.wikimedia.org/wiki/File:Pakicetus_BW.jpg,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,31,Image credits,printed,Slide 16 — Rhodocetus BW.jpg (flipped left to right) · Nobu Tamura · CC BY 3.0 · https://commons.wikimedia.org/wiki/File:Rhodocetus_BW.jpg,https://commons.wikimedia.org/wiki/File:Rhodocetus_BW.jpg,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,31,Image credits,printed,Slide 17 — Rudimentary hindlegs spurs in Boa constrictor snake.jpg · Stefan3345 · CC BY-SA 4.0 · https://commons.wikimedia.org/wiki/File:Rudimentary_hindlegs_spurs_in_Boa_constrictor_snake.jpg,https://commons.wikimedia.org/wiki/File:Rudimentary_hindlegs_spurs_in_Boa_constrictor_snake.jpg,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,31,Image credits,printed,"Icons: Twemoji by X/Twitter, CC BY 4.0 — https://github.com/jdecked/twemoji",https://github.com/jdecked/twemoji,external,,,external (not checked live),n/a — external,,
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,run,Evolution Stations check sheet,https://drive.google.com/file/d/1AGpX73RKRCnsg5Xu_gmZerw6td4WEg77/view,drivefile/view,1AGpX73RKRCnsg5Xu_gmZerw6td4WEg77,33,"STALE ID — material IS present, link points at a superseded copy","SHARED tree, Cycle 18 / My Class only (print) :: Cycle 18 — Evolution Stations Check Sheet.docx",https://drive.google.com/file/d/1Oxz2p9jl_IxzyB0fRhgSSQQPiVtckDYq/view,name match 0.80 in the deck's own cycle; target = SHARED tree (print subfolder); the same file exists as 3 copies (AGENDA+PUBLIC+SHARED) — SHARED chosen because 71/71 working links point there
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,run,Gene-pool bead lab — allele frequency,https://drive.google.com/file/d/1KLXsjXUqG8uzLbBM9jdlaROmDPSysHQb/view,drivefile/view,1KLXsjXUqG8uzLbBM9jdlaROmDPSysHQb,33,"STALE ID — material IS present, link points at a superseded copy","PUBLIC tree, Cycle 18 :: Gene-Pool Allele-Frequency Simulation.pdf",https://drive.google.com/file/d/1xf7goh5P5cp16qVCUvADnAPToz2l9oWz/view,"name match 0.57 in the deck's own cycle; target = PUBLIC tree; NOTE this file exists only in the PUBLIC tree — it is missing from BIOLOGY (Shared), where every other working link resolves"
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,run,Comparing bones — chicken anatomy,https://drive.google.com/file/d/1PRkBFxKtCm9r0rZWK6_hbDhZt_UAWl42/view,drivefile/view,1PRkBFxKtCm9r0rZWK6_hbDhZt_UAWl42,33,"STALE ID — material IS present, link points at a superseded copy","SHARED tree, Cycle 18 / My Class only (print) :: Cycle 18 — EvoArc4_Morphology_Chicken_Anatomy.docx",https://drive.google.com/file/d/1jcEhtTVvo4YgIRYR7EWESkYMgQn6s9wt/view,"scorer said 0.25 (filename uses EvoArc4_Morphology, the label says 'Comparing bones'), but 'chicken anatomy' is the shared distinctive pair and this is the ONLY chicken file in Cycle 18 in any tree. Verified by hand."
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,4,Bellringer,run,"Play one minute in the LIGHT forest, then one minute in the DARK forest. Notice which color moth you catch fastest in each.",https://askabiologist.asu.edu/peppered-moths-game/play.html,external,,,external (not checked live),n/a — external,,
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,4,Bellringer,run,CK-12 Biology — Natural Selection,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/5.21/primary/lesson/natural-selection-bio/,external,,,external (not checked live),n/a — external,,
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,4,Bellringer,run,Khan Academy — Evolution and Natural Selection,https://www.khanacademy.org/science/high-school-biology/hs-evolution/hs-evolution-and-natural-selection,external,,,external (not checked live),n/a — external,,
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,9,Explore — the Allele Tank Model,printed+run,▶  Tap to open the interactive model and drag the sliders,https://answerable-biology-models.netlify.app/allele,external,,,external (not checked live),n/a — external,,
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,17,Day 1 activity · Critical Aspect 1,run,Open: Peppered Moths game (Ask A Biologist),https://askabiologist.asu.edu/peppered-moths-game/play.html,external,,,external (not checked live),n/a — external,,
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,25,Day 2 activity · Critical Aspect 2,run,Open: Allele Tank Model — change the environment and watch the population shift,https://answerable-biology-models.netlify.app/allele,external,,,external (not checked live),n/a — external,,
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,28,Optional challenge,printed+run,https://phet.colorado.edu/sims/html/natural-selection/latest/natural-selection_en.html,https://phet.colorado.edu/sims/html/natural-selection/latest/natural-selection_en.html,external,,,external (not checked live),n/a — external,,
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,30,CONCEPT BANK,run,CK-12 Biology — Natural Selection,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/5.21/primary/lesson/natural-selection-bio/,external,,,external (not checked live),n/a — external,,
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,30,CONCEPT BANK,run,Khan Academy — Evolution and Natural Selection,https://www.khanacademy.org/science/high-school-biology/hs-evolution/hs-evolution-and-natural-selection,external,,,external (not checked live),n/a — external,,
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,32,Activity and resource links,printed+run,Allele Tank Model (interactive) — Day 1 explore and Day 2 activity,https://answerable-biology-models.netlify.app/allele,external,,,external (not checked live),n/a — external,,
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,32,Activity and resource links,printed+run,Peppered Moths game (Ask A Biologist) — Bellringer and Day 1 activity,https://askabiologist.asu.edu/peppered-moths-game/play.html,external,,,external (not checked live),n/a — external,,
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,32,Activity and resource links,run,Evolution Stations check sheet,https://drive.google.com/file/d/1AGpX73RKRCnsg5Xu_gmZerw6td4WEg77/view,drivefile/view,1AGpX73RKRCnsg5Xu_gmZerw6td4WEg77,33,"STALE ID — material IS present, link points at a superseded copy","SHARED tree, Cycle 18 / My Class only (print) :: Cycle 18 — Evolution Stations Check Sheet.docx",https://drive.google.com/file/d/1Oxz2p9jl_IxzyB0fRhgSSQQPiVtckDYq/view,name match 0.80 in the deck's own cycle; target = SHARED tree (print subfolder); the same file exists as 3 copies (AGENDA+PUBLIC+SHARED) — SHARED chosen because 71/71 working links point there
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,32,Activity and resource links,run,Gene-pool bead lab — allele frequency,https://drive.google.com/file/d/1KLXsjXUqG8uzLbBM9jdlaROmDPSysHQb/view,drivefile/view,1KLXsjXUqG8uzLbBM9jdlaROmDPSysHQb,33,"STALE ID — material IS present, link points at a superseded copy","PUBLIC tree, Cycle 18 :: Gene-Pool Allele-Frequency Simulation.pdf",https://drive.google.com/file/d/1xf7goh5P5cp16qVCUvADnAPToz2l9oWz/view,"name match 0.57 in the deck's own cycle; target = PUBLIC tree; NOTE this file exists only in the PUBLIC tree — it is missing from BIOLOGY (Shared), where every other working link resolves"
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,32,Activity and resource links,run,Comparing bones — chicken anatomy,https://drive.google.com/file/d/1PRkBFxKtCm9r0rZWK6_hbDhZt_UAWl42/view,drivefile/view,1PRkBFxKtCm9r0rZWK6_hbDhZt_UAWl42,33,"STALE ID — material IS present, link points at a superseded copy","SHARED tree, Cycle 18 / My Class only (print) :: Cycle 18 — EvoArc4_Morphology_Chicken_Anatomy.docx",https://drive.google.com/file/d/1jcEhtTVvo4YgIRYR7EWESkYMgQn6s9wt/view,"scorer said 0.25 (filename uses EvoArc4_Morphology, the label says 'Comparing bones'), but 'chicken anatomy' is the shared distinctive pair and this is the ONLY chicken file in Cycle 18 in any tree. Verified by hand."
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,32,Activity and resource links,printed+run,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/5.21/primary/lesson/natural-selection-bio/,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/5.21/primary/lesson/natural-selection-bio/,external,,,external (not checked live),n/a — external,,
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,32,Activity and resource links,printed+run,https://phet.colorado.edu/sims/html/natural-selection/latest/natural-selection_en.html,https://phet.colorado.edu/sims/html/natural-selection/latest/natural-selection_en.html,external,,,external (not checked live),n/a — external,,
Cycle 18,Cycle 18 — Natural Selection & Adaptation (Unit 4),▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,32,Activity and resource links,printed+run,https://www.khanacademy.org/science/high-school-biology/hs-evolution/hs-evolution-and-natural-selection,https://www.khanacademy.org/science/high-school-biology/hs-evolution/hs-evolution-and-natural-selection,external,,,external (not checked live),n/a — external,,
